220.4127342660 196.0695885155 7.0000000000 
223.7598009118 197.0928894820 6.0000000000 
223.7598009118 197.0928894820 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#

220.4127342660 196.0695885155 7.0000000000 
221.2000889519 199.4797987140 6.0000000000 
221.2000889519 199.4797987140 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#

220.4127342660 196.0695885155 7.0000000000 
217.8530223060 198.4564977475 6.0000000000 
217.8530223060 198.4564977475 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#

220.4127342660 196.0695885155 7.0000000000 
217.0656676201 195.0462875489 6.0000000000 
217.0656676201 195.0462875489 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#

220.4127342660 196.0695885155 7.0000000000 
219.6253795800 192.6593783169 6.0000000000 
219.6253795800 192.6593783169 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#

220.4127342660 196.0695885155 7.0000000000 
222.9724462259 193.6826792834 6.0000000000 
222.9724462259 193.6826792834 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#

220.4127342660 196.0695885155 7.0000000000 
223.7598009118 197.0928894820 6.0000000000 
223.7598009118 197.0928894820 8.0000000000 
220.4127342660 196.0695885155 6.0000000000 
#
