233.1406563273 197.4838020778 7.0000000000 
234.0465229852 200.8645424698 6.0000000000 
234.0465229852 200.8645424698 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#

233.1406563273 197.4838020778 7.0000000000 
230.6658684768 199.9586527995 6.0000000000 
230.6658684768 199.9586527995 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#

233.1406563273 197.4838020778 7.0000000000 
229.7600018189 196.5779124075 6.0000000000 
229.7600018189 196.5779124075 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#

233.1406563273 197.4838020778 7.0000000000 
232.2347896695 194.1030616858 6.0000000000 
232.2347896695 194.1030616858 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#

233.1406563273 197.4838020778 7.0000000000 
235.6154441779 195.0089513561 6.0000000000 
235.6154441779 195.0089513561 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#

233.1406563273 197.4838020778 7.0000000000 
236.5213108357 198.3896917481 6.0000000000 
236.5213108357 198.3896917481 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#

233.1406563273 197.4838020778 7.0000000000 
234.0465229852 200.8645424698 6.0000000000 
234.0465229852 200.8645424698 8.0000000000 
233.1406563273 197.4838020778 6.0000000000 
#
