16.0000000000 175.0000000000 7.0000000000 
18.0572483830 172.1684405197 6.0000000000 
18.0572483830 172.1684405197 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#

16.0000000000 175.0000000000 7.0000000000 
19.4807547015 175.3657973595 6.0000000000 
19.4807547015 175.3657973595 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#

16.0000000000 175.0000000000 7.0000000000 
17.4235063184 178.1973568398 6.0000000000 
17.4235063184 178.1973568398 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#

16.0000000000 175.0000000000 7.0000000000 
13.9427516170 177.8315594803 6.0000000000 
13.9427516170 177.8315594803 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#

16.0000000000 175.0000000000 7.0000000000 
12.5192452985 174.6342026405 6.0000000000 
12.5192452985 174.6342026405 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#

16.0000000000 175.0000000000 7.0000000000 
14.5764936816 171.8026431601 6.0000000000 
14.5764936816 171.8026431601 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#

16.0000000000 175.0000000000 7.0000000000 
18.0572483830 172.1684405197 6.0000000000 
18.0572483830 172.1684405197 8.0000000000 
16.0000000000 175.0000000000 6.0000000000 
#
