226.0695885155 190.4127342660 7.0000000000 
227.5487524315 193.5848115206 6.0000000000 
227.5487524315 193.5848115206 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#

226.0695885155 190.4127342660 7.0000000000 
224.0621515710 193.2797288446 6.0000000000 
224.0621515710 193.2797288446 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#

226.0695885155 190.4127342660 7.0000000000 
222.5829876549 190.1076515900 6.0000000000 
222.5829876549 190.1076515900 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#

226.0695885155 190.4127342660 7.0000000000 
224.5904245994 187.2406570113 6.0000000000 
224.5904245994 187.2406570113 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#

226.0695885155 190.4127342660 7.0000000000 
228.0770254599 187.5457396873 6.0000000000 
228.0770254599 187.5457396873 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#

226.0695885155 190.4127342660 7.0000000000 
229.5561893760 190.7178169419 6.0000000000 
229.5561893760 190.7178169419 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#

226.0695885155 190.4127342660 7.0000000000 
227.5487524315 193.5848115206 6.0000000000 
227.5487524315 193.5848115206 8.0000000000 
226.0695885155 190.4127342660 6.0000000000 
#
