227.4838020778 203.1406563273 7.0000000000 
225.4762845506 206.0076884823 6.0000000000 
225.4762845506 206.0076884823 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#

227.4838020778 203.1406563273 7.0000000000 
223.9971934680 202.8356622262 6.0000000000 
223.9971934680 202.8356622262 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#

227.4838020778 203.1406563273 7.0000000000 
226.0047109952 199.9686300712 6.0000000000 
226.0047109952 199.9686300712 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#

227.4838020778 203.1406563273 7.0000000000 
229.4913196051 200.2736241723 6.0000000000 
229.4913196051 200.2736241723 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#

227.4838020778 203.1406563273 7.0000000000 
230.9704106877 203.4456504284 6.0000000000 
230.9704106877 203.4456504284 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#

227.4838020778 203.1406563273 7.0000000000 
228.9628931605 206.3126825834 6.0000000000 
228.9628931605 206.3126825834 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#

227.4838020778 203.1406563273 7.0000000000 
225.4762845506 206.0076884823 6.0000000000 
225.4762845506 206.0076884823 8.0000000000 
227.4838020778 203.1406563273 6.0000000000 
#
