24.0000000000 185.0000000000 7.0000000000 
23.6949549004 181.5133185567 6.0000000000 
23.6949549004 181.5133185567 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#

24.0000000000 185.0000000000 7.0000000000 
26.8669435801 182.9924902221 6.0000000000 
26.8669435801 182.9924902221 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#

24.0000000000 185.0000000000 7.0000000000 
27.1719886797 186.4791716654 6.0000000000 
27.1719886797 186.4791716654 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#

24.0000000000 185.0000000000 7.0000000000 
24.3050450996 188.4866814433 6.0000000000 
24.3050450996 188.4866814433 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#

24.0000000000 185.0000000000 7.0000000000 
21.1330564199 187.0075097779 6.0000000000 
21.1330564199 187.0075097779 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#

24.0000000000 185.0000000000 7.0000000000 
20.8280113203 183.5208283346 6.0000000000 
20.8280113203 183.5208283346 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#

24.0000000000 185.0000000000 7.0000000000 
23.6949549004 181.5133185567 6.0000000000 
23.6949549004 181.5133185567 8.0000000000 
24.0000000000 185.0000000000 6.0000000000 
#
