24.0000000000 175.0000000000 7.0000000000 
25.1970705016 178.2889241727 6.0000000000 
25.1970705016 178.2889241727 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#

24.0000000000 175.0000000000 7.0000000000 
21.7503269172 177.6811251408 6.0000000000 
21.7503269172 177.6811251408 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#

24.0000000000 175.0000000000 7.0000000000 
20.5532564156 174.3922009680 6.0000000000 
20.5532564156 174.3922009680 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#

24.0000000000 175.0000000000 7.0000000000 
22.8029294984 171.7110758272 6.0000000000 
22.8029294984 171.7110758272 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#

24.0000000000 175.0000000000 7.0000000000 
26.2496730828 172.3188748592 6.0000000000 
26.2496730828 172.3188748592 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#

24.0000000000 175.0000000000 7.0000000000 
27.4467435844 175.6077990319 6.0000000000 
27.4467435844 175.6077990319 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#

24.0000000000 175.0000000000 7.0000000000 
25.1970705016 178.2889241727 6.0000000000 
25.1970705016 178.2889241727 8.0000000000 
24.0000000000 175.0000000000 6.0000000000 
#
