24.0000000000 180.0000000000 3.0000000000 
24.0000000000 185.0000000000 6.0000000000 
16.0000000000 185.0000000000 6.0000000000 
16.0000000000 180.0000000000 3.0000000000 
#

24.0000000000 180.0000000000 3.0000000000 
24.0000000000 185.0000000000 0.0000000000 
16.0000000000 185.0000000000 0.0000000000 
16.0000000000 180.0000000000 3.0000000000 
#

24.0000000000 180.0000000000 3.0000000000 
24.0000000000 175.0000000000 0.0000000000 
16.0000000000 175.0000000000 0.0000000000 
16.0000000000 180.0000000000 3.0000000000 
#

24.0000000000 180.0000000000 3.0000000000 
24.0000000000 175.0000000000 6.0000000000 
16.0000000000 175.0000000000 6.0000000000 
16.0000000000 180.0000000000 3.0000000000 
#

24.0000000000 180.0000000000 3.0000000000 
24.0000000000 185.0000000000 6.0000000000 
16.0000000000 185.0000000000 6.0000000000 
16.0000000000 180.0000000000 3.0000000000 
#
